Volume Set,Volume,Part Number,E.C.,Card Code,Gate Number,T##,Logic Family,IBM +,IBM -,Logic,Latch,O.C.,Input Lev.,Output Lev.,Defining Pin,A,B,C,D,E,F,G,H,J,K,L,M,N,P,Q,R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Name
,,371876,112757,WH-,14,C1,,,,,,,,,Q,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,
,,371941,110063,DEA,1,T7,SDTRL,DI,DI,NOT,,,S,,R,,,,,,,,,,O,,,,,,R,,,,,,,,,,,,,"SDTRL - INDICATOR DRIVER, 40 MA"
,,371941,110063,DEA,2,T6,SDTRL,DI,DI,NOT,,,S,,Q,,,,,O,,,,,,,,,,Q,,,,,,,,,,,,,,
,,371941,110063,DEA,3,T2,SDTRL,DI,DI,NOT,,,S,,L,,O,,,,,,,,,L,,,,,,,,,,,,,,,,,,
,,371941,110063,DEA,4,T1,SDTRL,DI,DI,NOT,,,S,,F,O,,,,,F,,,,,,,,,,,,,,,,,,,,,,,
,,371941,110063,DEA,5,T5,SDTRL,DI,DI,NOT,,,S,,P,,,,O,,,,,,,,,,P,,,,,,,,,,,,,,,
,,371941,110063,DEA,6,T3,SDTRL,DI,DI,NOT,,,S,,G,,,O,,,,G,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,1,D34,SDTRL,L,L,Clamp,,,,S,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDTRL CLAMP - (-6.85V)
,,371942,113082,DEB,2,D33,SDTRL,L,L,Clamp,,,,S,B,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,3,D32,SDTRL,L,L,Clamp,,,,S,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,4,D31,SDTRL,L,L,Clamp,,,,S,D,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,5,D30,SDTRL,L,L,Clamp,,,,S,E,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,6,D29,SDTRL,L,L,Clamp,,,,S,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,7,D27,SDTRL,L,L,Clamp,,,,S,G,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,8,D25,SDTRL,L,L,Clamp,,,,S,H,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,9,D21,SDTRL,L,L,Clamp,,,,S,K,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,10,D6,SDTRL,L,L,Clamp,,,,S,L,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,
,,371942,113082,DEB,11,D16,SDTRL,L,L,Clamp,,,,S,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,
,,371942,113082,DEB,12,D15,SDTRL,L,L,Clamp,,,,S,Q,,,,,,,,,,,,,,,Q,,,,,,,,,,,,,,
,,371942,113082,DEB,13,D14,SDTRL,L,L,Clamp,,,,S,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,
,,371951,113628,DAC,1,T4,SDTRL,+A,-O,NAND,,,S,S,P,,,,O,,,,,,,,,,P,Q,R,,,,,,,,,,,,,SDTRL - 3 WAY INVERTER NUMBER 2
,,371951,113628,DAC,2,T1,SDTRL,+A,-O,NAND,,,S,S,A,A,B,,,O,,,,,K,,,,,,,,,,,,,,,,,,,
,,371951,113628,DAC,3,T3,SDTRL,+A,-O,NAND,,OC,S,S,F,,,O,,,F,G,H,,,,,,,,,,,,,,,,,,,,,
,,371951,113628,DAC,4,R1,SDTRL,L,L,1K Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,371987,119217,DED,1,T4,SDTRL,DL,DL,EQUAL,,,S,C,D,O,,,D,,,,,,,,,,,,,,,,,,,,,,,,,SIMPLEX INTERFACE DRIVER
,,371987,119217,DED,2,T3,SDTRL,DL,DL,EQUAL,,,S,C,C,,,C,,O,,,,,,,,,,,,,,,,,,,,,,,,
,,371987,119217,DED,3,T2,SDTRL,DL,DL,EQUAL,,,S,C,B,,B,,,,,O,,,,,,,,,,,,,,,,,,,,,,
,,371987,119217,DED,4,T1,SDTRL,DL,DL,EQUAL,,,S,C,F,,,,,,F,,O,,,,,,,,,,,,,,,,,,,,,
,,372102,119217,DPD,1,D36,DDTL,+A,,AND,,,B,B,K,,,,,,,,,,K,,,,P,,,,,O,,,,,,,,,,"DL7, LOW POWER INVERTERS"
,,372102,119217,DPD,2,D37,DDTL,+A,,AND,,,B,B,M,,,,,,,,,,,,M,,,Q,,,,O,,,,,,,,,,
,,372102,119217,DPD,3,T9,DDTL,+O,,NOR,,,B,B,A,O,,,,,,,,,,,,,,,,G1,G2,,O,,,,,,,,,
,,372102,119217,DPD,4,T12,DDTL,I,I,NOT,,,B,B,B,,O,,,,,,,,,,,,,,,,,G3,,,,,,,,,,
,,372102,119217,DPD,5,D27,DDTL,+A,,AND,,,B,B,D,,,,D,,,G,,,,,,,,,,,,,,,,O,,,,,,
,,372102,119217,DPD,6,D29,DDTL,+A,,AND,,,B,B,E,,,,,E,F,,,,,,,,,,,,,,,,,O,,,,,,
,,372102,119217,DPD,7,T14,DDTL,+O,,NOR,,,B,B,H,,,,,,,,H,,,,,,,,,,,,,G5,G6,,O,,,,,
,,372102,119217,DPD,8,T4,DDTL,I,I,NOT,,,B,B,C,,,O,,,,,,,,,,,,,,,,,,,,G7,,,,,,
,,372107,113661,DPE,1,D42,DDTL,+A,,AND,,,B,B,K,,,,,,,,,,K,,,,P,Q,,,,,,O,,,,,,,,"DDTL-DL6,LOW POWER INVERTERS"
,,372107,113661,DPE,2,D68,DDTL,+A,,AND,,,B,B,G,,,,,,,G,H,,K,,,,,,,,,,,O,,,,,,,,
,,372107,113661,DPE,3,D31,DDTL,+A,,AND,,,B,B,B,,B,,D,,,,,,,,M,,,,,,,,,O,,,,,,,,
,,372107,113661,DPE,4,D29,DDTL,+A,,AND,,,B,B,E,,,,,E,F,,,,,,M,,,,,,,,,O,,,,,,,,
,,372107,113661,DPE,5,T5,DDTL,+O,,NOR,,OC,B,B,C,,,O,,,,,,,,,,,,,,G1,G2,G3,G4,,,,,,,,,
,,372111,113662,DPQ,1,D47,DDTL,+A,,AND,,,B,B,A,A,B,,,,,,,,,,,,,,,,,,,O,,,,,,,,DDTL-4-2 WAY ANDS OR'ED-DETACHED 390 Ohm LOAD INVERTER 390 Ohm LOAD
,,372111,113662,DPQ,2,D45,DDTL,+A,,AND,,,B,B,C,,,C,D,,,,,,,,,,,,,,,,,O,,,,,,,,
,,372111,113662,DPQ,3,D43,DDTL,+A,,AND,,,B,B,E,,,,,E,F,,,,,,,,,,,,,,,O,,,,,,,,
,,372111,113662,DPQ,4,D40,DDTL,+A,,AND,,,B,B,H,,,,,,,,H,,K,,,,,,,,,,,O,,,,,,,,
,,372111,113662,DPQ,5,T9,DDTL,+OO,,NOR,,OC,B,B,G,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,
,,372111,113662,DPQ,6,T15,DDTL,I,I,NOT,,,B,B,Q,,,,,,,,,,,,,,O,Q,,,,,,,,,,,,,,
,,372111,113662,DPQ,7,R24,DDTL,L,L,390 Ohm,,,B,B,M,,,,,,,,,,,+6,O,,,,,,,,,,,,,,,,,
,,372108,114262,DPG,1,T12,DDTL,+A,,NAND,,OC,B,B,P,,O,,,,,,,,,,,,P,Q,,,,,,,,,,,,,,DDTL-4-2-WAY ANDS NO LOADS
,,372108,114262,DPG,2,T9,DDTL,+A,,NAND,,OC,B,B,H,,,O,,,,,H,,K,,,,,,,,,,,,,,,,,,,
,,372108,114262,DPG,3,T6,DDTL,+A,,NAND,,OC,B,B,G,,,,O,,,G,,,,,M,,,,,,,,,,,,,,,,,
,,372108,114262,DPG,4,T4,DDTL,+A,,NAND,,OC,B,B,A,A,,,,O,F,,,,,,,,,,,,,,,,,,,,,,,
,,372109,114262,DPH,1,T12,DDTL,+A,,NAND,,OC,B,B,F,,O,,,,F,G,,,,,M,,,,,,,,,,,,,,,,,DDTL-3-3 WAY ANDS-NO LOADS
,,372109,114262,DPH,2,T5,DDTL,+A,,NAND,,OC,B,B,H,,,,,,,,H,,O,,,,P,Q,,,,,,,,,,,,,,
,,372109,114262,DPH,3,T8,DDTL,+A,,NAND,,OC,B,B,C,O,,C,D,E,,,,,,,,,,,,,,,,,,,,,,,,
,,372124,115829,DPB,1,T4,DDTL,+O,,NOR,,OC,B,B,D,,,,D,E,F,O,,,K,,,,,,,,,,,,,,,,,,,-DL IO LOW POWER INVERTERS
,,372124,115829,DPB,2,T8,DDTL,+O,,NOR,,OC,B,B,H,O,,,,,,,H,,,,M,,P,Q,,,,,,,,,,,,,,
,,372124,115829,DPB,3,R73,DDTL,L,L,390 Ohm,,,,,B,,O,,,,,,,,,+6,,,,,,,,,,,,,,,,,,
,,372124,115829,DPB,4,R71,DDTL,L,L,390 Ohm,,,,,C,,,O,,,,,,,,+6,,,,,,,,,,,,,,,,,,
,,372125,114262,DMQ,1,T3,DDTL,+A,,NAND,,OC,B,B,C,,O,C,D,E,F,G,,,,,M,,,,,,,,,,,,,,,,,DDTL 1-6 WAY NL-1-2 WAY NL 2 LDS 390 OHM
,,372125,114262,DMQ,2,T2,DDTL,+A,,NAND,,OC,B,B,P,A,,,,,,,,,O,,,,P,Q,,,,,,,,,,,,,,
,,372125,114262,DMQ,3,R25,DDTL,R,,390 Ohm,,,,,A,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
,,372125,114262,DMQ,4,R38,DDTL,R,,390 Ohm,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,372126,119675,DPV,1,D59,DDTL,+A,,AND,,,B,B,C,,,C,D,,,,,,,,,,,,,,,,O,,,,,,,,,"3-2 WAY ANDS, 3 WAY OR NO LOAD, 2 WAY AND NO LOAD, 2 LOADS 2-390 Ohm LOADS"
,,372126,119675,DPV,2,D60,DDTL,+A,,AND,,,B,B,E,,,,,E,F,,,,,,,,,,,,,,O,,,,,,,,,
,,372126,119675,DPV,3,D61,DDTL,+A,,AND,,,B,B,B,,B,,,,,G,,,,,,,,,,,,,O,,,,,,,,,
,,372126,119675,DPV,4,T5,DDTL,+O,,NOR,,OC,B,B,A,O,,,,,,,,,,,,,,,,G1,G2,G3,,,,,,,,,,
,,372126,119675,DPV,5,T14,DDTL,+A,,NAND,,OC,B,B,H,,,,,,,,H,,K,,O,,,,,,,,,,,,,,,,,
,,372126,119675,DPV,6,R25,DDTL,L,L,390 Ohm,,,,,Q,,,,,,,,,,,+6,,,,O,,,,,,,,,,,,,,
,,372126,119675,DPV,7,R24,DDTL,L,L,390 Ohm,,,,,P,,,,,,,,,,,+6,,,O,,,,,,,,,,,,,,,
,,372127,114262,DND,1,T5,DDTL,I,,NOT,,,B,B,M,,,,,,,,,,O,,M,,,,,,,,,,,,,,,,,"DDTL-2-4 WAY AIP NO LOAD, I - INVERTER 390 Ohm LOAD"
,,372127,114262,DND,2,T12,DDTL,+A,,NOT,,OC,B,B,D,,O,,D,E,F,G,,,,,,,,,,,,,,,,,,,,,,
,,372127,114262,DND,3,T8,DDTL,+A,,NOT,,OC,B,B,C,O,,C,,,,,H,,,,,,P,Q,,,,,,,,,,,,,,
,,372139,114694,DPM,1,T11,DDTL,+O,,NOR,,OC,B,B,M,,O,,,,,,,,,,M,,P,Q,,,,,,,,,,,,,,DDTL-3-3 WAY ORS-NO LOAD
,,372139,114694,DPM,2,T9,DDTL,+O,,NOR,,OC,B,B,F,,,O,,,F,G,H,,,,,,,,,,,,,,,,,,,,,
,,372139,114694,DPM,3,T6,DDTL,+O,,NOR,,OC,B,B,D,O,,,D,E,,,,,K,,,,,,,,,,,,,,,,,,,
,,372262,115925,YLK,1,T11,,I,,NOT,,,S,B,F,O,,,,,F,,,,,,,,,,,,,,,,,,,,,,,CONVERTER SDTRL TO DDTL
,,372262,115925,YLK,2,T7,,I,,NOT,,,S,B,D,,O,,D,,,,,,,,,,,,,,,,,,,,,,,,,
,,372262,115925,YLK,3,T3,,I,,NOT,,,S,B,E,,,O,,E,,,,,,,,,,,,,,,,,,,,,,,,
,,372262,115925,YLK,4,T13,,I,,NOT,,,S,B,K,,,,,,,,,,K,,O,,,,,,,,,,,,,,,,,
,,372262,115925,YLK,5,T15,,I,,NOT,,,S,B,H,,,,,,,,H,,,,,,O,,,,,,,,,,,,,,,
,,372262,115925,YLK,6,T16,,I,,NOT,,,S,B,G,,,,,,,G,,,,,,,,Q,,,,,,,,,,,,,,
,,372287,115854,YLD,1,T2,,I,,NOT,,OC,B,S,R,O,,,,,,,,,,,,,,,R,,,,,,,,,,,,,CONVERTER DDTL TO SDTRL UNLOADED
,,372287,115854,YLD,2,T8,,I,,NOT,,OC,B,S,P,,,,O,,,,,,,,,,P,,,,,,,,,,,,,,,
,,372287,115854,YLD,3,T4,,I,,NOT,,OC,B,S,G,,,,,,O,G,,,,,,,,,,,,,,,,,,,,,,
,,372287,115854,YLD,4,T10,,I,,NOT,,OC,B,S,H,,,O,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,372287,115854,YLD,5,T6,,I,,NOT,,OC,B,S,Q,,,,,O,,,,,,,,,,Q,,,,,,,,,,,,,,
,,372287,115854,YLD,6,T12,,I,,NOT,,OC,B,S,H,,O,,,,,,H,,,,,,,,,,,,,,,,,,,,,
,,372287,115854,YLD,7,R25,,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372291,114416,YLB,1,T12,SDTRL,+A,-O,NAND,,,S,S,B,,B,,D,,,O,,,,,,,,,,,,,,,,,,,,,,HIGH SPEED 2-WAY AND
,,372291,114416,YLB,2,T8,SDTRL,+A,-O,NAND,,,S,S,E,,,O,,E,F,,,,,,,,,,,,,,,,,,,,,,,
,,372291,114416,YLB,3,T2,SDTRL,+A,-O,NAND,,,S,S,Q,,,,,,,,,,O,,,,,Q,R,,,,,,,,,,,,,
,,372291,114416,YLB,4,T3,SDTRL,+A,-O,NAND,,OC,S,S,A,A,,,,,,,H,,,,,,P,,,,,,,,,,,,,,,
,,372291,114416,YLB,5,R13,SDTRL,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372288,115854,YLE,1,T2,DDTL,I,I,NOT,,,B,S,R,O,,,,,,,,,,,,,,,R,,,,,,,,,,,,,CONVERTER DDTL TO SDTRL
,,372288,115854,YLE,2,T8,DDTL,I,I,NOT,,,B,S,P,,,,O,,,,,,,,,,P,,,,,,,,,,,,,,,
,,372288,115854,YLE,3,T4,DDTL,I,I,NOT,,,B,S,G,,,,,,O,G,,,,,,,,,,,,,,,,,,,,,,
,,372288,115854,YLE,4,T10,DDTL,I,I,NOT,,,B,S,K,,,O,,,,,,,K,,,,,,,,,,,,,,,,,,,
,,372288,115854,YLE,5,T6,DDTL,I,I,NOT,,,B,S,Q,,,,,O,,,,,,,,,,Q,,,,,,,,,,,,,,
,,372288,115854,YLE,6,T12,DDTL,I,I,NOT,,,B,S,H,,O,,,,,,H,,,,,,,,,,,,,,,,,,,,,
,,372288,115854,YLE,7,R25,SDTRL,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372289,114415,YLH,1,T5,DDTL,+O,-A,NOR,,OC,B,S,A,A,,,O,E,F,,,,,,,,,,,,,,,,,,,,,,,3-WAY CONVERTER DDTL-SDTRL NO LOADS
,,372289,114415,YLH,2,T9,DDTL,+O,-A,NOR,,OC,B,S,H,,,O,,,,,H,,K,,,,,Q,,,,,,,,,,,,,,
,,372289,114415,YLH,3,T12,DDTL,+O,-A,NOR,,OC,B,S,G,,O,,,,,G,,,,,,,P,,R,,,,,,,,,,,,,
,,372289,114415,YLH,4,R25,SDTRL,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372290,114415,YLJ,1,T4,DDTL,+O,-A,NOR,,,B,S,A,A,,,O,E,F,,,,,,,,,,,,,,,,,,,,,,,3-WAY CONVERTER DDTL-SDTRL
,,372290,114415,YLJ,2,T9,DDTL,+O,-A,NOR,,,B,S,H,,,O,,,,,H,,K,,,,,Q,,,,,,,,,,,,,,
,,372290,114415,YLJ,3,T12,DDTL,+O,-A,NOR,,,B,S,G,,O,,,,,G,,,,,,,P,,R,,,,,,,,,,,,,
,,372290,114415,YLJ,4,R25,SDTRL,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372293,114416,YLF,1,T3,SDTRL,+A,-O,NAND,,,S,S,A,A,B,,,O,,,,,K,,,,,,,,,,,,,,,,,,,SDTRL-HI-SPEED 3 WAY AND
,,372293,114416,YLF,2,T15,SDTRL,+A,-O,NAND,,,S,S,P,,,,O,,,,,,,,,,P,Q,R,,,,,,,,,,,,,
,,372293,114416,YLF,3,T11,SDTRL,+A,-O,NAND,,OC,S,S,F,,,O,,,F,G,H,,,,,,,,,,,,,,,,,,,,,
,,372293,114416,YLF,4,R24,SDTRL,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372294,114416,YLG,1,T3,SDTRL,+A,-O,NAND,,OC,S,S,A,A,B,,,O,,,,,K,,,,,,,,,,,,,,,,,,,SDTRL-HI-SPEED 3 WAY AND UNLOADED
,,372294,114416,YLG,2,T15,SDTRL,+A,-O,NAND,,OC,S,S,P,,,,O,,,,,,,,,,P,Q,R,,,,,,,,,,,,,
,,372294,114416,YLG,3,T11,SDTRL,+A,-O,NAND,,OC,S,S,F,,,O,,,F,G,H,,,,,,,,,,,,,,,,,,,,,
,,372294,114416,YLG,4,,SDTRL,L,L,750 Ohm,,,,,L,,,,,,,,,,,O,-12,,,,,,,,,,,,,,,,,
,,372371,D116109,TNL,1,D36,SDTRL,+A,-O,AND,,,S,S,L,,,,,,,,,,,L,,,,,,,O,,G4,,,,,,,,,SDTRL-MEMORY ADDRESS REGISTER
,,372371,D116109,TNL,2,T14,SDTRL,+O,-A,NOR,G10,,S,S,K,,,,,,,,,,O,,,,,,,G1,,,,,,,,,"I,O",,,
,,372371,D116109,TNL,3,T13,SDTRL,DE,DE,EQUAL,,,S,Y,R,,,,,,,,,,K,,,,,,O,,,,,,,,,,,,,
,,372371,D116109,TNL,4,T16,SDTRL,DE,DE,EQUAL,,,S,S,Q,,,,,,,,,,,,,,,Q,,O,,,,,,,,,,,,
,,372371,D116109,TNL,5,T11,SDTRL,+O,-A,NOR,,OC,Y,Y,G,O,,,,,,G,,,,,,,,,R,,,,,,,,,,,,,
,,372371,D116109,TNL,6,T15,SDTRL,I,I,NOT,,,S,S,,,,,,,,,,,,,,,,Q,,,,,,,,,,O,,,,
,,372371,D116109,TNL,7,T6,SDTRL,+A,-O,NAND,,,S,S,B,,B,,O,,,,,,,,,,,,,,,,,,,,,,G10,,,
,,372371,D116109,TNL,8,T8,SDTRL,+A,-O,NAND,,,S,S,H,,,O,,,,,H,,,,,,,Q,,,,,,,,,,,,,,
,,372371,D116109,TNL,9,D54,SDTRL,+A,-O,AND,,,S,S,F,,,,,,F,,,,,,,,,,,,,,,,G6,,,,O,,,
,,372371,D116109,TNL,10,T3,SDTRL,+O,-A,NOR,G2,,S,S,,,,,,,,,,,K,,,,,,,O,"I,O",,,,O,,,G9,,,,
,,372371,D116109,TNL,11,T1,SDTRL,DE,DE,EQUAL,,,S,Y,E,,,,,O,,,,,,,,,,,,,,,,,,,,,G10,,,
